1;arms_factory;2949.00;11.98;1369.00;5.22;0
1;arms_factory;2946.00;12.30;1367.00;1.60;0
1;arms_factory;2949.00;11.50;1359.00;4.27;0
1;arms_factory;2950.00;11.70;1360.00;1.00;0
1;arms_factory;2949.00;12.10;1362.00;3.66;0
1;arms_factory;2949.00;12.10;1362.00;0.05;0
1;industrial_complex;2950.00;10.10;1355.00;2.71;0
1;industrial_complex;2950.00;10.10;1355.00;5.73;0
1;industrial_complex;2950.00;11.75;1368.00;2.11;0
1;industrial_complex;2942.00;10.03;1368.00;4.78;0
1;industrial_complex;2942.00;10.03;1368.00;2.61;0
1;industrial_complex;2946.00;9.98;1360.00;2.72;0
1;air_base;2947.00;10.78;1361.00;0.56;0
1;naval_base;2943.00;9.50;1357.00;-0.79;5579
1;naval_base;2940.00;9.50;1368.00;-1.19;5579
1;naval_base;2954.00;10.07;1367.00;0.98;5579
1;bunker;2949.00;11.98;1369.00;5.28;0
1;bunker;2950.00;11.55;1359.00;0.21;0
1;bunker;2944.00;11.07;1369.00;3.23;0
1;coastal_bunker;2943.00;9.50;1358.00;-0.79;0
1;coastal_bunker;2953.00;9.50;1374.00;0.98;0
1;coastal_bunker;2941.00;9.50;1369.00;-2.60;0
1;dockyard;2952.00;10.15;1361.00;0.98;0
1;anti_air_building;2946.00;9.60;1356.00;5.80;0
1;anti_air_building;2953.00;10.40;1369.00;0.72;0
1;anti_air_building;2953.00;10.40;1369.00;4.84;0
1;synthetic_refinery;2942.00;10.03;1368.00;0.12;0
1;radar_station;2940.00;9.50;1360.00;3.78;0
1;rocket_site;2947.00;10.78;1361.00;5.45;0
1;nuclear_reactor;2947.00;11.55;1363.00;2.19;0
2;arms_factory;2998.00;9.57;1358.00;4.27;0
2;arms_factory;3004.00;10.13;1365.00;1.00;0
2;arms_factory;2999.00;9.57;1357.00;3.66;0
2;arms_factory;3004.00;10.05;1361.00;0.05;0
2;arms_factory;2988.00;9.60;1368.00;2.71;0
2;arms_factory;3005.00;9.70;1355.00;5.73;0
2;industrial_complex;3004.00;10.25;1367.00;2.11;0
2;industrial_complex;3003.00;9.95;1362.00;4.78;0
2;industrial_complex;2992.00;9.55;1363.00;2.61;0
2;industrial_complex;2989.00;9.78;1370.00;2.72;0
2;industrial_complex;3009.00;10.95;1360.00;0.56;0
2;industrial_complex;2995.00;10.15;1367.00;3.22;0
2;air_base;2999.00;9.70;1360.00;4.78;0
2;naval_base;3001.00;9.50;1353.00;-0.54;5656
2;naval_base;2995.00;9.50;1360.00;-1.11;5656
2;naval_base;2988.00;9.50;1367.00;-0.64;5579
2;bunker;2992.00;9.90;1369.00;3.23;0
2;bunker;2995.00;9.70;1363.00;0.11;0
2;bunker;3002.00;9.68;1355.00;1.67;0
2;coastal_bunker;2998.00;9.50;1357.00;-1.11;0
2;coastal_bunker;2985.00;9.50;1368.00;-0.64;0
2;dockyard;3001.00;9.50;1353.00;-0.54;0
2;anti_air_building;3005.00;10.60;1368.00;2.78;0
2;anti_air_building;3004.00;9.95;1359.00;5.45;0
2;anti_air_building;3000.00;10.10;1365.00;2.19;0
2;synthetic_refinery;2990.00;10.15;1371.00;4.85;0
2;radar_station;2985.00;9.50;1368.00;2.60;0
2;rocket_site;2997.00;9.98;1364.00;5.35;0
2;nuclear_reactor;2998.00;9.70;1361.00;5.45;0
3;arms_factory;2929.00;14.07;1442.00;3.66;0
3;arms_factory;2929.00;10.98;1462.00;0.05;0
3;arms_factory;2927.00;13.40;1447.00;2.71;0
3;arms_factory;2930.00;12.80;1457.00;5.73;0
3;arms_factory;2927.00;12.57;1458.00;2.11;0
3;arms_factory;2926.00;13.55;1444.00;4.78;0
3;industrial_complex;2929.00;10.63;1464.00;2.61;0
3;industrial_complex;2923.00;13.10;1455.00;2.72;0
3;industrial_complex;2930.00;12.68;1459.00;0.56;0
3;industrial_complex;2925.00;11.03;1460.00;3.22;0
3;industrial_complex;2924.00;13.25;1452.00;4.78;0
3;industrial_complex;2933.00;13.28;1454.00;1.16;0
3;air_base;2927.00;12.85;1456.00;5.28;0
3;bunker;2933.00;13.60;1446.00;0.21;0
3;bunker;2927.00;13.53;1448.00;3.23;0
3;bunker;2929.00;12.75;1456.00;1.07;0
3;bunker;2923.00;11.63;1458.00;3.73;0
3;bunker;2932.00;12.90;1457.00;0.11;0
3;bunker;2919.00;11.60;1454.00;1.67;0
3;bunker;2927.00;13.98;1442.00;5.80;0
3;anti_air_building;2922.00;12.78;1455.00;0.72;0
3;anti_air_building;2930.00;13.95;1443.00;4.84;0
3;anti_air_building;2934.00;12.93;1456.00;0.12;0
3;synthetic_refinery;2935.00;13.93;1450.00;2.78;0
3;rocket_site;2927.00;10.57;1464.00;2.19;0
3;nuclear_reactor;2931.00;13.60;1446.00;4.85;0
4;arms_factory;3055.00;11.00;1486.00;2.71;0
4;arms_factory;3047.00;12.90;1475.00;5.73;0
4;arms_factory;3056.00;11.98;1478.00;2.11;0
4;arms_factory;3048.00;12.20;1490.00;4.78;0
4;arms_factory;3064.00;10.68;1482.00;2.61;0
4;arms_factory;3043.00;11.75;1486.00;2.72;0
4;industrial_complex;3045.00;13.07;1489.00;0.56;0
4;industrial_complex;3068.00;9.80;1488.00;3.22;0
4;industrial_complex;3055.00;12.43;1481.00;4.78;0
4;industrial_complex;3039.00;11.68;1480.00;1.16;0
4;industrial_complex;3037.00;12.85;1475.00;5.28;0
4;industrial_complex;3056.00;12.25;1480.00;0.21;0
4;air_base;3042.00;11.53;1482.00;3.23;0
4;bunker;3058.00;11.30;1471.00;1.07;0
4;bunker;3045.00;11.35;1485.00;3.73;0
4;bunker;3064.00;10.38;1479.00;0.11;0
4;bunker;3059.00;11.63;1484.00;1.67;0
4;bunker;3050.00;11.03;1485.00;5.80;0
4;bunker;3064.00;9.85;1489.00;0.72;0
4;bunker;3051.00;12.98;1479.00;4.84;0
4;bunker;3038.00;12.80;1474.00;0.12;0
4;bunker;3056.00;11.45;1485.00;2.78;0
4;anti_air_building;3043.00;13.25;1490.00;5.45;0
4;anti_air_building;3043.00;11.65;1482.00;2.19;0
4;anti_air_building;3046.00;11.43;1483.00;4.85;0
4;synthetic_refinery;3050.00;11.30;1484.00;1.23;0
4;radar_station;3035.00;13.00;1474.00;4.08;0
4;rocket_site;3044.00;12.60;1477.00;5.45;0
4;nuclear_reactor;3054.00;10.13;1489.00;3.29;0
5;naval_base;3131.00;9.57;1627.00;-1.82;2256
5;naval_base;3137.00;9.50;1621.00;-1.82;2256
5;naval_base;3122.00;9.50;1616.00;-1.77;2256
5;naval_base;3109.00;9.57;1606.00;-3.61;2309
5;bunker;3128.00;9.60;1614.00;0.12;0
5;bunker;3158.00;9.85;1611.00;2.19;0
5;bunker;3146.00;9.80;1609.00;4.85;0
5;bunker;3122.00;9.80;1601.00;3.29;0
5;bunker;3111.00;9.78;1602.00;3.90;0
5;bunker;3142.00;9.65;1624.00;0.79;0
5;bunker;3150.00;10.00;1619.00;3.81;0
5;coastal_bunker;3137.00;9.50;1621.00;-1.82;0
5;coastal_bunker;3118.00;9.50;1616.00;-1.82;0
5;coastal_bunker;3111.00;9.50;1608.00;-2.36;0
5;coastal_bunker;3124.00;9.50;1615.00;-1.77;0
5;dockyard;3114.00;9.50;1609.00;-2.36;0
6;arms_factory;2868.00;9.88;1539.00;2.61;0
6;arms_factory;2871.00;9.70;1539.00;2.72;0
6;arms_factory;2875.00;9.70;1539.00;0.56;0
6;arms_factory;2878.00;9.70;1539.00;3.22;0
6;arms_factory;2869.00;9.73;1540.00;4.78;0
6;arms_factory;2872.00;9.70;1540.00;1.16;0
6;industrial_complex;2876.00;9.70;1540.00;5.28;0
6;industrial_complex;2879.00;9.70;1540.00;0.21;0
6;industrial_complex;2870.00;9.65;1541.00;3.23;0
